562                 
SPY STK SMART,20150320,80021,209.65,44,0,0,0,0,0
SPY STK SMART,20150320,80228,209.67,2,0,0,0,0,0
SPY STK SMART,20150320,80318,209.7,49,0,0,0,0,0
SPY STK SMART,20150320,80414,209.68,2,0,0,0,0,0
SPY STK SMART,20150320,80529,209.71,5,0,0,0,0,0
SPY STK SMART,20150320,80626,209.69,2,0,0,0,0,0
SPY STK SMART,20150320,80654,209.69,2,0,0,0,0,0
SPY STK SMART,20150320,80830,209.73,10,0,0,0,0,0
SPY STK SMART,20150320,80909,209.72,5,0,0,0,0,0
SPY STK SMART,20150320,81034,209.75,3,0,0,0,0,0
SPY STK SMART,20150320,81124,209.75,5,0,0,0,0,0
SPY STK SMART,20150320,81153,209.72,4,0,0,0,0,0
SPY STK SMART,20150320,81335,209.69,5,0,0,0,0,0
SPY STK SMART,20150320,81406,209.69,2,0,0,0,0,0
SPY STK SMART,20150320,81459,209.72,1,0,0,0,0,0
SPY STK SMART,20150320,81609,209.71,5,0,0,0,0,0
SPY STK SMART,20150320,81640,209.72,15,0,0,0,0,0
SPY STK SMART,20150320,81808,209.72,1,0,0,0,0,0
SPY STK SMART,20150320,82033,209.71,8,0,0,0,0,0
SPY STK SMART,20150320,82130,209.7,4,0,0,0,0,0
SPY STK SMART,20150320,82327,209.71,2,0,0,0,0,0
SPY STK SMART,20150320,82447,209.75,3,0,0,0,0,0
SPY STK SMART,20150320,82536,209.71,1,0,0,0,0,0
SPY STK SMART,20150320,82655,209.74,1,0,0,0,0,0
SPY STK SMART,20150320,82752,209.71,1,0,0,0,0,0
SPY STK SMART,20150320,82934,209.75,1,0,0,0,0,0
SPY STK SMART,20150320,83009,209.76,1,0,0,0,0,0
SPY STK SMART,20150320,83134,209.8,10,0,0,0,0,0
SPY STK SMART,20150320,83214,209.82,3,0,0,0,0,0
SPY STK SMART,20150320,83424,209.8,2,0,0,0,0,0
SPY STK SMART,20150320,83627,209.79,5,0,0,0,0,0
SPY STK SMART,20150320,83729,209.79,70,0,0,0,0,0
SPY STK SMART,20150320,83832,209.78,1,0,0,0,0,0
SPY STK SMART,20150320,84032,209.75,10,0,0,0,0,0
SPY STK SMART,20150320,84106,209.74,14,0,0,0,0,0
SPY STK SMART,20150320,84233,209.73,43,0,0,0,0,0
SPY STK SMART,20150320,84324,209.76,3,0,0,0,0,0
SPY STK SMART,20150320,84350,209.76,1,0,0,0,0,0
SPY STK SMART,20150320,84535,209.87,5,0,0,0,0,0
SPY STK SMART,20150320,84629,210.02,1,0,0,0,0,0
SPY STK SMART,20150320,84724,210.03,5,0,0,0,0,0
SPY STK SMART,20150320,84833,210.01,5,0,0,0,0,0
SPY STK SMART,20150320,84935,210,5,0,0,0,0,0
SPY STK SMART,20150320,85015,210,22,0,0,0,0,0
SPY STK SMART,20150320,85134,210.01,10,0,0,0,0,0
SPY STK SMART,20150320,85231,209.97,1,0,0,0,0,0
SPY STK SMART,20150320,85323,209.97,1,0,0,0,0,0
SPY STK SMART,20150320,85416,209.98,4,0,0,0,0,0
