155                 
ESH5 FUT GLOBEX 50,20150315,185304,0,0,2047.75,98,0,0,0
ESH5 FUT GLOBEX 50,20150315,185304,0,0,0,0,2048,132,0
ESH5 FUT GLOBEX 50,20150315,185306,0,0,2047.75,99,0,0,0
ESH5 FUT GLOBEX 50,20150315,185307,0,0,2047.75,108,0,0,0
ESH5 FUT GLOBEX 50,20150315,185309,0,0,2047.75,151,0,0,0
ESH5 FUT GLOBEX 50,20150315,185309,0,0,0,0,2048,34,0
ESH5 FUT GLOBEX 50,20150315,185309,2047.75,17,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185309,0,0,2047.75,82,0,0,0
ESH5 FUT GLOBEX 50,20150315,185309,0,0,0,0,2048,125,0
ESH5 FUT GLOBEX 50,20150315,185309,0,0,2047.75,124,0,0,0
ESH5 FUT GLOBEX 50,20150315,185309,0,0,0,0,2048,38,0
ESH5 FUT GLOBEX 50,20150315,185310,2047.75,10,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185310,0,0,0,0,2048,78,0
ESH5 FUT GLOBEX 50,20150315,185310,0,0,2047.75,81,0,0,0
ESH5 FUT GLOBEX 50,20150315,185310,0,0,0,0,2048,127,0
ESH5 FUT GLOBEX 50,20150315,185312,0,0,0,0,2048,130,0
ESH5 FUT GLOBEX 50,20150315,185315,0,0,0,0,2048,132,0
ESH5 FUT GLOBEX 50,20150315,185317,0,0,2047.75,80,0,0,0
ESH5 FUT GLOBEX 50,20150315,185318,0,0,2047.75,71,0,0,0
ESH5 FUT GLOBEX 50,20150315,185320,0,0,2047.75,72,0,0,0
ESH5 FUT GLOBEX 50,20150315,185321,2047.75,7,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185321,0,0,2047.75,65,0,0,0
ESH5 FUT GLOBEX 50,20150315,185322,2047.75,16,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185322,0,0,2047.75,47,0,0,0
ESH5 FUT GLOBEX 50,20150315,185324,2047.75,1,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185324,0,0,2047.75,46,0,0,0
ESH5 FUT GLOBEX 50,20150315,185325,0,0,2047.5,46,0,0,0
ESH5 FUT GLOBEX 50,20150315,185325,0,0,2047.5,185,0,0,0
ESH5 FUT GLOBEX 50,20150315,185325,0,0,2047.5,185,0,0,0
ESH5 FUT GLOBEX 50,20150315,185325,0,0,0,0,2048,134,0
ESH5 FUT GLOBEX 50,20150315,185326,2047.75,43,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185326,0,0,2047.5,174,0,0,0
ESH5 FUT GLOBEX 50,20150315,185328,2047.75,2,0,0,0,0,0
