2014-11-04 09:29:07,360 [1] DEBUG QTShell.Log4NetLoggerAdapter Logger was created successfully.
2014-11-04 09:29:07,390 [1] DEBUG QTShell.Log4NetLoggerAdapter Creating module catalog.
2014-11-04 09:29:07,439 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring module catalog.
2014-11-04 09:29:08,223 [1] DEBUG QTShell.Log4NetLoggerAdapter Creating Unity container.
2014-11-04 09:29:09,202 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring the Unity container.
2014-11-04 09:29:09,695 [1] DEBUG QTShell.Log4NetLoggerAdapter Adding UnityBootstrapperExtension to container.
2014-11-04 09:29:11,360 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring ServiceLocator singleton.
2014-11-04 09:29:11,361 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring region adapters.
2014-11-04 09:29:11,396 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring default region behaviors.
2014-11-04 09:29:11,398 [1] DEBUG QTShell.Log4NetLoggerAdapter Registering Framework Exception Types.
2014-11-04 09:29:11,400 [1] DEBUG QTShell.Log4NetLoggerAdapter Creating the shell.
2014-11-04 09:29:12,367 [1] DEBUG QTShell.Log4NetLoggerAdapter Setting the RegionManager.
2014-11-04 09:29:12,391 [1] DEBUG QTShell.Log4NetLoggerAdapter Updating Regions.
2014-11-04 09:29:12,771 [1] DEBUG QTShell.Log4NetLoggerAdapter Initializing the shell.
2014-11-04 09:29:13,553 [1] DEBUG QTShell.Log4NetLoggerAdapter Initializing modules.
2014-11-04 09:29:15,714 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleOrderAndPositions Loaded
2014-11-04 09:29:16,641 [1] INFO  QTShell.Log4NetLoggerAdapter Module RealTimeQuoteGrid Loaded
2014-11-04 09:29:17,051 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleStrategyManager Loaded
2014-11-04 09:29:17,731 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleOrderTicket Loaded
2014-11-04 09:29:17,866 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleFramework Loaded
2014-11-04 09:29:18,264 [7] INFO  QTShell.Log4NetLoggerAdapter Account: DU206863
2014-11-04 09:29:18,265 [7] INFO  QTShell.Log4NetLoggerAdapter Next Valid Order Id: 1
2014-11-04 09:29:18,268 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfuture
2014-11-04 09:29:18,268 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm
2014-11-04 09:29:18,268 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2106; Error Message = HMDS data farm connection is OK:ilhmds
2014-11-04 09:29:18,268 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2106; Error Message = HMDS data farm connection is OK:ushmds
2014-11-04 09:29:18,331 [1] INFO  QTShell.Log4NetLoggerAdapter Server Version: 71
2014-11-04 09:29:21,666 [1] DEBUG QTShell.Log4NetLoggerAdapter Bootstrapper sequence completed.
2014-11-04 09:29:21,771 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 49; Error code = 200; Error Message = No security definition has been found for the request
2014-11-04 09:29:21,776 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 52; Error code = 200; Error Message = No security definition has been found for the request
2014-11-04 09:29:21,789 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 67; Error code = 200; Error Message = No security definition has been found for the request
2014-11-04 09:29:32,307 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm.us
2014-11-04 09:29:36,921 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:29:36,921 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:33:41,966 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 25; Error code = 162; Error Message = Historical Market Data Service error message:HMDS query returned no data: JJM@SMART Trades
2014-11-04 09:37:41,911 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 49; Error code = 200; Error Message = No security definition has been found for the request
2014-11-04 09:38:12,115 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 52; Error code = 200; Error Message = No security definition has been found for the request
2014-11-04 09:39:44,905 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm.us
2014-11-04 09:39:45,417 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:39:45,417 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:39:57,291 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm.us
2014-11-04 09:39:58,721 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:39:58,722 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:40:41,973 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 67; Error code = 162; Error Message = Historical Market Data Service error message:HMDS query returned no data: ESU4@GLOBEX Trades
2014-11-04 09:41:56,958 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm.us
2014-11-04 09:42:07,714 [8] INFO  QTShell.Log4NetLoggerAdapter Cross above EMA, buy
2014-11-04 09:42:07,753 [8] INFO  QTShell.Log4NetLoggerAdapter rid=3, name=ClassicStrategies.EMASimple, indicator=Time: 94207, EMA:23.40
2014-11-04 09:42:25,979 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 1; Error code = 2109; Error Message = Order Event Warning:Attribute 'Outside Regular Trading Hours' is ignored based on the order type and destination. PlaceOrder is now being processed.
2014-11-04 09:42:38,941 [7] INFO  QTShell.Log4NetLoggerAdapter order accepted: 1
2014-11-04 09:42:38,961 [1] INFO  QTShell.Log4NetLoggerAdapter Order id 1 is not found in order table
2014-11-04 09:42:38,971 [1] INFO  QTShell.Log4NetLoggerAdapter order put in tracked: 1, SDS STK SMART
2014-11-04 09:42:38,997 [1] INFO  QTShell.Log4NetLoggerAdapter SDS STK SMART filled size: 100 after: 1,DU206863,20141104,94238,SDS STK SMART,100,23.44
2014-11-04 09:42:48,339 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:42:48,340 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-04 09:42:52,547 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm.us
2014-11-04 09:43:00,102 [8] INFO  QTShell.Log4NetLoggerAdapter Cross below EMA, sell
2014-11-04 09:43:00,102 [8] INFO  QTShell.Log4NetLoggerAdapter rid=3, name=ClassicStrategies.EMASimple, indicator=Time: 94300, EMA:2007.78
2014-11-04 09:43:00,139 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 2; Error code = 2109; Error Message = Order Event Warning:Attribute 'Outside Regular Trading Hours' is ignored based on the order type and destination. PlaceOrder is now being processed.
2014-11-04 09:43:00,161 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 2; Error code = 451; Error Message = The following order "ID:2" value estimate of 200,650 USD exceeds 
the Total Value Limit of 100,000 USD.
