2014-11-07 09:29:05,899 [1] DEBUG QTShell.Log4NetLoggerAdapter Logger was created successfully.
2014-11-07 09:29:05,934 [1] DEBUG QTShell.Log4NetLoggerAdapter Creating module catalog.
2014-11-07 09:29:06,052 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring module catalog.
2014-11-07 09:29:06,173 [1] DEBUG QTShell.Log4NetLoggerAdapter Creating Unity container.
2014-11-07 09:29:06,922 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring the Unity container.
2014-11-07 09:29:06,937 [1] DEBUG QTShell.Log4NetLoggerAdapter Adding UnityBootstrapperExtension to container.
2014-11-07 09:29:07,502 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring ServiceLocator singleton.
2014-11-07 09:29:07,503 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring region adapters.
2014-11-07 09:29:07,529 [1] DEBUG QTShell.Log4NetLoggerAdapter Configuring default region behaviors.
2014-11-07 09:29:07,531 [1] DEBUG QTShell.Log4NetLoggerAdapter Registering Framework Exception Types.
2014-11-07 09:29:07,533 [1] DEBUG QTShell.Log4NetLoggerAdapter Creating the shell.
2014-11-07 09:29:08,679 [1] DEBUG QTShell.Log4NetLoggerAdapter Setting the RegionManager.
2014-11-07 09:29:08,682 [1] DEBUG QTShell.Log4NetLoggerAdapter Updating Regions.
2014-11-07 09:29:08,841 [1] DEBUG QTShell.Log4NetLoggerAdapter Initializing the shell.
2014-11-07 09:29:09,556 [1] DEBUG QTShell.Log4NetLoggerAdapter Initializing modules.
2014-11-07 09:29:11,034 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleOrderAndPositions Loaded
2014-11-07 09:29:11,413 [1] INFO  QTShell.Log4NetLoggerAdapter Module RealTimeQuoteGrid Loaded
2014-11-07 09:29:11,708 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleStrategyManager Loaded
2014-11-07 09:29:12,275 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleOrderTicket Loaded
2014-11-07 09:29:12,333 [1] INFO  QTShell.Log4NetLoggerAdapter Module ModuleFramework Loaded
2014-11-07 09:29:12,446 [7] INFO  QTShell.Log4NetLoggerAdapter Account: DU206863
2014-11-07 09:29:12,446 [1] INFO  QTShell.Log4NetLoggerAdapter Server Version: 71
2014-11-07 09:29:12,448 [7] INFO  QTShell.Log4NetLoggerAdapter Next Valid Order Id: 25
2014-11-07 09:29:12,450 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfuture
2014-11-07 09:29:12,450 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm.us
2014-11-07 09:29:12,450 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm
2014-11-07 09:29:12,451 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2106; Error Message = HMDS data farm connection is OK:ilhmds
2014-11-07 09:29:12,451 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2106; Error Message = HMDS data farm connection is OK:ushmds
2014-11-07 09:29:15,551 [1] DEBUG QTShell.Log4NetLoggerAdapter Bootstrapper sequence completed.
2014-11-07 09:29:15,827 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 49; Error code = 200; Error Message = No security definition has been found for the request
2014-11-07 09:29:15,835 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 52; Error code = 200; Error Message = No security definition has been found for the request
2014-11-07 09:29:15,886 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 67; Error code = 200; Error Message = No security definition has been found for the request
2014-11-07 09:31:07,235 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-07 09:31:07,235 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-07 09:31:08,041 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2104; Error Message = Market data farm connection is OK:usfarm.us
2014-11-07 09:31:08,236 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-07 09:31:08,237 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2108; Error Message = Market data farm connection is inactive but should be available upon demand.usfarm.us
2014-11-07 09:33:35,856 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 25; Error code = 162; Error Message = Historical Market Data Service error message:HMDS query returned no data: JJM@SMART Trades
2014-11-07 09:37:35,626 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 49; Error code = 200; Error Message = No security definition has been found for the request
2014-11-07 09:38:05,624 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 52; Error code = 200; Error Message = No security definition has been found for the request
2014-11-07 09:40:35,681 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 67; Error code = 162; Error Message = Historical Market Data Service error message:HMDS query returned no data: ESU4@GLOBEX Trades
