2014-11-05 09:56:04,177 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 10; Error code = 2109; Error Message = Order Event Warning:Attribute 'Outside Regular Trading Hours' is ignored based on the order type and destination. PlaceOrder is now being processed.
2014-11-05 09:56:04,194 [7] INFO  QTShell.Log4NetLoggerAdapter order accepted: 10
2014-11-05 09:56:04,194 [1] INFO  QTShell.Log4NetLoggerAdapter Order id 10 is not found in order table
2014-11-05 09:56:04,194 [1] INFO  QTShell.Log4NetLoggerAdapter order put in tracked: 10, VXX STK SMART
2014-11-05 09:56:04,212 [1] INFO  QTShell.Log4NetLoggerAdapter VXX STK SMART filled size: -100 after: 10,DU206863,20141105,95605,VXX STK SMART,-100,30.33
2014-11-05 09:57:00,032 [8] INFO  QTShell.Log4NetLoggerAdapter Counter trend, exit.
2014-11-05 09:57:00,033 [8] INFO  QTShell.Log4NetLoggerAdapter rid=3, name=ClassicStrategies.EMASimple, indicator=Time: 95700, EMA:201.92
2014-11-05 09:57:00,058 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 11; Error code = 2109; Error Message = Order Event Warning:Attribute 'Outside Regular Trading Hours' is ignored based on the order type and destination. PlaceOrder is now being processed.
2014-11-05 09:57:00,093 [7] INFO  QTShell.Log4NetLoggerAdapter order accepted: 11
2014-11-05 09:57:00,093 [1] INFO  QTShell.Log4NetLoggerAdapter Order id 11 is not found in order table
2014-11-05 09:57:00,093 [1] INFO  QTShell.Log4NetLoggerAdapter order put in tracked: 11, SPY STK SMART
2014-11-05 09:57:00,115 [1] INFO  QTShell.Log4NetLoggerAdapter SPY STK SMART filled size: -100 after: 11,DU206863,20141105,95701,SPY STK SMART,-100,201.78
2014-11-05 09:57:00,408 [8] INFO  QTShell.Log4NetLoggerAdapter Cross below EMA, sell
2014-11-05 09:57:00,408 [8] INFO  QTShell.Log4NetLoggerAdapter rid=3, name=ClassicStrategies.EMASimple, indicator=Time: 95700, EMA:2013.80
2014-11-05 09:57:00,427 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 12; Error code = 2109; Error Message = Order Event Warning:Attribute 'Outside Regular Trading Hours' is ignored based on the order type and destination. PlaceOrder is now being processed.
2014-11-05 09:57:00,429 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 12; Error code = 451; Error Message = The following order "ID:12" value estimate of 201,250 USD exceeds 
the Total Value Limit of 100,000 USD.
Restriction is specified in Precautionary Settings of Global Configuration/Presets.
2014-11-05 09:57:04,874 [8] INFO  QTShell.Log4NetLoggerAdapter Counter trend, exit.
2014-11-05 09:57:04,874 [8] INFO  QTShell.Log4NetLoggerAdapter rid=3, name=ClassicStrategies.EMASimple, indicator=Time: 95704, EMA:30.34
2014-11-05 09:57:04,909 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 13; Error code = 2109; Error Message = Order Event Warning:Attribute 'Outside Regular Trading Hours' is ignored based on the order type and destination. PlaceOrder is now being processed.
2014-11-05 09:57:04,933 [7] INFO  QTShell.Log4NetLoggerAdapter order accepted: 13
2014-11-05 09:57:04,933 [1] INFO  QTShell.Log4NetLoggerAdapter Order id 13 is not found in order table
2014-11-05 09:57:04,933 [1] INFO  QTShell.Log4NetLoggerAdapter order put in tracked: 13, VXX STK SMART
2014-11-05 09:57:04,941 [1] INFO  QTShell.Log4NetLoggerAdapter VXX STK SMART filled size: 100 after: 13,DU206863,20141105,95706,VXX STK SMART,100,30.38
2014-11-05 09:57:09,679 [8] INFO  QTShell.Log4NetLoggerAdapter Counter trend, exit.
2014-11-05 09:57:09,679 [8] INFO  QTShell.Log4NetLoggerAdapter rid=3, name=ClassicStrategies.EMASimple, indicator=Time: 95709, EMA:23.26
2014-11-05 09:57:09,712 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 14; Error code = 2109; Error Message = Order Event Warning:Attribute 'Outside Regular Trading Hours' is ignored based on the order type and destination. PlaceOrder is now being processed.
2014-11-05 09:57:09,736 [7] INFO  QTShell.Log4NetLoggerAdapter order accepted: 14
2014-11-05 09:57:09,741 [1] INFO  QTShell.Log4NetLoggerAdapter Order id 14 is not found in order table
2014-11-05 09:57:09,741 [1] INFO  QTShell.Log4NetLoggerAdapter order put in tracked: 14, SDS STK SMART
2014-11-05 09:57:09,745 [7] INFO  QTShell.Log4NetLoggerAdapter Shutting down strategy EMA Simple Crossover
2014-11-05 09:57:09,751 [1] INFO  QTShell.Log4NetLoggerAdapter SDS STK SMART filled size: 100 after: 14,DU206863,20141105,95711,SDS STK SMART,100,23.29
2014-11-05 09:59:54,098 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 33; Error code = 162; Error Message = Historical Market Data Service error message:HMDS query returned no data: PTM@SMART Trades
2014-11-05 10:02:34,065 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 49; Error code = 200; Error Message = No security definition has been found for the request
2014-11-05 10:03:04,068 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 52; Error code = 200; Error Message = No security definition has been found for the request
2014-11-05 10:05:34,695 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = -1; Error code = 2106; Error Message = HMDS data farm connection is OK:ilhmds
2014-11-05 10:05:34,733 [7] INFO  QTShell.Log4NetLoggerAdapter requestId = 67; Error code = 162; Error Message = Historical Market Data Service error message:HMDS query returned no data: ESU4@GLOBEX Trades
